full_text,text_clean
Gila nih jaklingko 115 orang lagi mau masuk angkot dia main jalan aja stress supirny mana kalo nyupir kenceng banget lagi,gila jakarta lingko orang masuk angkot main jalan stre supirny nyupir kenceng banget
Hallo min Transjakarta saya mau nanya untuk jaklingko 14 itu dia putarnya kemana dulu yah soalnyaa saya lama nunggunya di depan kfc dan kenapa saya harus jalan jauh dulu yah untuk ketemu plaang bus stop,hallo transjakarta tanya jakarta lingko putar soalnyaa nunggunya jalan jauh ketemu plaang henti
Transjakarta Rute 1E dari pondok labu Saya lihat beberapa pengguna kartu jaklingko jg error di mesin tap nya Tpi pas saya naik ke arah rambutan udah normal lagi Mungkin mesin di bus tsb memang sedang error,transjakarta rute pondok labu lihat guna kartu jakarta lingko error mesin naik arah rambutan normal mesin error
Tolong buat semua supir angkot jaklingko 14 jurusan tanah abang meruya jika penumpang belum duduk hendak turun ingin naik jangan di gas terus dong tetapi berhenti lalu tunggu sampai penumpang benar benar duduk turun atau naik Transjakarta,supir angkot jakarta lingko jurus tanah abang meruya tumpang duduk turun naik terus henti tunggu tumpang benar benar duduk turun naik transjakarta
saya pikir Jaklingko belum cukup efektif sebagai bus pengumpan ke Halte TJ Penggunan jaklingko adalah pengguna angkot sebelumnya Org org lebih milih naik ojek kalau ke halte,pikir jakarta lingko cukup efektif umpan halte trans jakarta gun jakarta lingko guna angkot orang orang milih naik ojek halte
Target Dishub DKI kalo gasalah paling lambat 170 trayek angkot brarti 100 persen dilayani Jaklingko di 2025 awal ampe detik ini malah baru mau 100 ampe akhir tahun maybe 120 trayek Masih lama banget Padahal armada kita banyak cuma ga segera disebar for trayek baru gitu,target dishub gasalah lambat trayek angkot brarti persen layan jakarta lingko awal detik baru akhir tahun maybe trayek banget armada sebar trayek baru gitu
Gausah Bodetabek di Jakarta sendiri aja cakupannya blom merata mas Blom smua trayek angkot di Jakarta 100 persennya berubah jadi Jaklingko Kan banyak banget tuh trayeknya Masih PR besar mangkanya kenapa Mikrotrans masih gratis karna targetnya kalo dah smua baru bayar,usah bodetabek jakarta cakup blom rata blom smua trayek angkot jakarta persen ubah jadi jakarta lingko banget trayek besar mangkanya mikrotrans gratis target sudah smua baru bayar
Mana jaklingko kaga bs kalo ga pake kartu,jakarta lingko bisa tidak pakai kartu
Emang molor ga kelar dalam waktu 5 tahun kepemimpinan kemaren 2017 2022 but biarlah tapi TJ n Dishub sepakat paling lambat awal 2025 smua angkot di Jakarta jadi Jaklingko Masalahnya yang jadi aneh selama ini manajemen TJ itu sendiri Kebanyakan Armada ga segera disebar,memang molor kelar waktu tahun pimpin kemarin biar trans jakarta dishub sepakat lambat awal smua angkot jakarta jadi jakarta lingko masalah jadi aneh manajemen trans jakarta banyak armada sebar
Jaklingko masih blom rata mas Maksudnya armada banyak tapi ga segera disebar Dari 170 total trayek angkot yang ada di DKI sebanyak ntu kan KWK or Kopamilet baru separuh lebih dikit ampe detik ini yang dah jadi Jaklingko kalo gasalah Juli mo launch Jak100 end year baru 120,jakarta lingko blom rata maksud armada sebar total trayek angkot kopamilet baru paruh dikit detik jadi jakarta lingko gasalah juli launch year baru
i d h i Iyaaa jalanan lebar 5 meter juga rada sulit mas Mustinya 8 meter sesuai dengan standar minimal jalan kendaraan pada umumnya Bisa nanti pake Jaklingko toh smua kalo 170 trayek angkot dah jadi Jaklingko plannya diterapkan bayar kok sesuai rencana Anies kek Minitrans Metrotrans,saya iyaaa jalan lebar meter sulit mustinya meter sesuai standar minimal jalan kendara umum pakai jakarta lingko smua trayek angkot jadi jakarta lingko plan terap bayar sesuai rencana anies kayak minitrans metrotrans
Transjakarta min kartu jaklingko lagi error ya Saya mau tap in kok tulisannya masalah pada kartu,transjakarta kartu jakarta lingko error tulis masalah kartu
pgn nyoba naik jaklingko katanya gratis kemana aja,ken nyoba naik jakarta lingko kata gratis saja
Transjakarta JKT Min tambahin donk plang jaklingko di jln re martadinata tepatnya di sebrang jis dan sebrang jalan ketel karna disitu banyak warga yg memerllukan karna klo gak ada plangnya di stop pun jaklingko tidak berhenti txz,transjakarta jakarta tambahin donk plang jakarta lingko jalan reply martadinata tepat sebrang sebrang jalan ketel situ warga memerllukan kalau plang henti jakarta lingko henti
fess kalo pake jaklingko free kok,pakai jakarta lingko bebas
Binus ian yang pernah naik jaklingko itu kita ngetap pake flazz gitu ya Dari anggrek ke palmerah bayar berapa,bus naik jakarta lingko ngetap pakai flazz gitu anggrek palmerah bayar
oalahh berarti kalo grand max jaklingko itu gak ada ketentuan buat wajib ac nya nyala balik lagi ke pemilik dan supir jaklingko,oalahh arti grand jakarta lingko tentu wajib nyala balik milik supir jakarta lingko
Jaklingko itu sopirnya pd digaji gapok UMP DKI ada tunjangan buat anak kalo gak salah Untuk angkotnya skemanya tuker guling Angkot lama dibeli harga pasar sopir dapat angkot baru Minusnya kalo dari sisi sopir ga bisa dapet ceperan dari charter,jakarta lingko sopir gaji gapok tunjang anak salah angkotnya skema tuker guling angkot beli harga pasar sopir angkot baru minus sisi sopir dapat ceper charter
gue pernah SEHARIAN dari jaklingko transjakarta kantor transjakarta jaklingko nemu AT LEAST 1 orang pake baccarat rouge ya Allah lama2 idung gue yang berkarat,hari jakarta lingko transjakarta kantor transjakarta jakarta lingko nemu least orang pakai baccarat rouge allah idung karat
kalau kartu KB Ragunan itu dari dulu bisa untuk jaklingko atau barusan ini aja bareng sama kartu bank lain sam,kartu ragunan jakarta lingko barusan bareng kartu bank
Elo kan yang nyamar jadi tukang supir angkot jaklingko12 itu dan buat kaga nyaman ke gw Dan sengaja gw kaga boleh naik jaklingko waktu habis berhimpun kemarin Gw di gedeg di santet 22 tahun kampret,nyamar jadi tukang supir angkot jakarta lingko nyaman sengaja naik jakarta lingko waktu habis himpun kemarin gedeg santet tahun sial
bravo b Dulu ngantor di Klp Gading Ojek ke busway 12k Busway PP 7k Ojek ke kantor 12k Kantor ke busway 12k Naek ojek krn kantor ga terjangkau jaklingko Totalnya 43k sehari Naek motor isi bensin 40rebu bisa buat 3 hari PP,bravo bahasa ngantor gading ojek busway ribu busway pulang pergi ribu ojek kantor ribu kantor busway ribu naik ojek kantor jangkau jakarta lingko total ribu hari naik motor bensin rebu hari pulang pergi
bravo b karena ekonomis naek TJ memang 3500 tp ojek dari rumah ke halte dari halte ke kantornya dan PP ini yg mahal buat yg kantornya ga dilewatin angkot jaklingko,bravo bahasa ekonomis naik trans jakarta ojek rumah halte halte kantor pulang pergi mahal kantor dilewatin angkot jakarta lingko
Ada yang ketar ketir wkwkwk Sumpah kalo transportasi depok berubah minimal bisa kayak Jaklingko aja asli enak banget pasti,ketar tir wkwkwk sumpah transportasi depok ubah minimal jakarta lingko asli enak banget
Kata Anies nunggu sampe smua trayek angkot di Jakarta yang kurleb 170an bisa berubah jadi Jaklingko kalo gasalah sekarang udah nembus Jak100 n ampe akhir tahun akan ada 120 130 trayek lah brarti Jak130 ya paling lambat awal 2025 lah Moga2 jadi kalo udah 100 persen ada tarif,kata anies nunggu smua trayek angkot jakarta kurleb ubah jadi jakarta lingko gasalah nembus akhir tahun trayek brarti lambat awal moga jadi sudah persen tarif
Transportasi hingga ke jalan milik kota mungkin ya Untuk di beberapa wilayah DKI sudah ada jaklingko Tapi daerah pendukung belum,transportasi jalan milik kota wilayah jakarta lingko daerah dukung
kalo di jakarta masalah ini udah beres angkot sekarang gratis jaklingko yg jadi masalah di mindset nya,jakarta masalah beres angkot gratis jakarta lingko jadi masalah mindset
Tapi aku jadi ragu kak kalo sekarang wkwkwkwk Soalnya banyak yg protes kalo kartu jaklingko ga bisa dipake lah susah ditopup lah,jadi ragu wkwkwkwk soal protes kartu jakarta lingko pakai susah ditopup
Info beli Jaklingko versi BCA Flazz dong gaes,informasi beli jakarta lingko versi flazz guys
That s why jaklingko supremacy sopir kenek udah gak ngejar setoran lagi kali gw gak tau cara kerjanya gimana Intinya selain dari keinginan warga harus juga ada dorongan dari pemerintah untuk menyediakan fasum nya dan kebijakan yang mendukung penggunaan transum,that jakarta lingko supremacy sopir kenek ngejar setor kali tahu cara kerja bagaimana inti ingin warga dorong perintah sedia fasum bijak dukung guna transum
banyak angkot lyn yang punya itu perseorangan bukan swasta yg stable atau dikelola pemerintah makanya supir angkotnya sesuka2 mereka sendiri dan dishubnya jg gak ngerasa butuh ngatur mereka kalo misal angkot modern ky jaklingko wirawiri suroboyo itu bisa disebut udh layak,angkot punya orang swasta stable kelola perintah supir angkotnya suka dishubnya ngerasa butuh ngatur misal angkot modern jakarta lingko wirawiri suroboyo sebut udah layak
Berasa udah lama ga naik jaklingko,asa tidak naik jakarta lingko
Min Transjakarta ini cek bustop jaklingko yang bener di mana ya Ada tutorialnya ga Pake moovit ga akurat pake apps tije ga ketemu menunya Bikin emosi asli ditolak jaklingko berkali2 gara2 ikut bustop di aplikasi moovit tapi jaklingkonua cuma mau brenti di bustop doang,transjakarta bustop jakarta lingko benar tutorial pakai moovit akurat pakai apps tije ketemu menu buat emosi asli tolak jakarta lingko kali gara ikut bustop aplikasi moovit jaklingkonua brenti bustop doang
yoi jalan kaki 15km ke stasiun yang jalannya gak ramah sepeda amp kudu 2 kali ganti jaklingko,jalan kaki kilometer stasiun jalan ramah sepeda kali ganti jakarta lingko
Transjakarta Min berarti atm dki yg merah itu beneran bisa Ga usah pake kartu jaklingko,transjakarta arti merah beneran perlu pakai kartu jakarta lingko
Radio wajib JakLingko 93 2 Hot FM Nama radionya aja udh kya gtu kebayang dong lagu2nya gimanaa,radio wajib jakarta lingko nama radio udah gitu bayang lagu gimanaa
bro wml besok akan coba jaklingko lg kalo masih salah this proves how fucking stupid i am bro,saudara laki besok coba jakarta lingko jika salah this proves fucking stupid saudara laki
Transjakarta Beberapa bukan lalu naik jaklingko di depan stasiun lenteng agung Tap pakai flazz gak bisa malah dimarahin sama sopir,transjakarta naik jakarta lingko stasiun lenteng agung pakai flazz dimarahin sopir
Hai kak untuk pembelian kartu Jaklingko dapat dilakukan di halte Transjakarta yang sudah tersedia Vending machine Berikut lokasi vending machine yang tersedia di halte Transjakarta Terima kasih MB,beli kartu jakarta lingko laku halte transjakarta sedia vending machine ikut lokasi vending machine sedia halte transjakarta terima kasih
easy kalau u livin di jkt kalau transport umum macam tj krl jaklingko mrt sama lrt okelah Tapi coba u orang bekasi liat angkot yg dri dulu ngga pernah diimprove mank dari rumah ke halte atau stasiun paling feasible bawa motor trus dititip seharian ada jasa dan tempatnya,easy kamu livin jakarta transport umum trans jakarta jakarta lingko mass rapid transit oke coba kamu orang bekas lihat angkot dari diimprove mank rumah halte stasiun feasible bawa motor terus titip hari jasa tempat
12 06 23 Suatu hari memahami rute angkot jaklingko sungguh berfaedah ya,hari paham rute angkot jakarta lingko sungguh faedah
Bener komen sebelumnya jaklingko ruang terbuka publik trotoar lebar pelican crossing alih alih JPO ini kelihatan sederhana tapi kerasa banget manfaatnya Dan ga semua gubernur punya political willingness ke arah sana kan Yang dulu2 sukanya bikin toooool terus di dalam kota,benar komen jakarta lingko ruang buka publik trotoar lebar pelican alih alih lihat sederhana rasa banget manfaat gubernur punya political willingne arah suka buat toooool terus kota
indahnya hidupku LRT Jaklingko Busway pulang pergi gawe,indah hidup jakarta lingko busway pulang pergi kerja
Transjakarta iyaa benerr dulu awal thn flazz msh gabisa makanya gue beli kartu jaklingko eh tp ternyata udh bisa ternyataa,transjakarta iyaa benerr awal tahun flazz tidak beli kartu jakarta lingko nyata udah ternyataa
Koridor 9 itu padet banget loh apalagi jam pp kerja Koridor 9c kosong plong sekali lewat semanggi juga udah keisi penuh Belum lagi kereta jaklingko ini membantu kalau mau ke halte tapi jam pagi langka banget sekalinya muncul udah penuh Alias emang Jkt nya aja yg overpoluasi,koridor padet banget pulang pergi kerja koridor kosong plong lewat semanggi isi penuh kereta jakarta lingko bantu halte pagi langka banget sekali muncul penuh alias memang jakarta yang overpoluasi
Iya benar kak apabila pelanggan menggunakan kartu ber Logo Jaklingko akan berlaku tarif Integrasi selama perpindahan antar bus Transjakarta tidak melebihi 3 Jam Pastikan melakukan Tap Out agar terbaca sistem Terima kasih ZL,benar langgan guna kartu logo jakarta lingko laku tarif integrasi pindah transjakarta lebih pasti laku baca sistem terima kasih
nunggu jaklingko otw memantau proyek,nunggu jakarta lingko tuju pantau proyek
Jaklingko kartunya,jakarta lingko kartu
Transjakarta yth jaklingko ini saya dpt history transaksi dr cust care transjakarta jd ada sistem error pada saat tap in di halte tosari jd saldo e money saya terpotong Rp 3 500 Apa bisa di refund saldo saya yg terpotong 2 kali,transjakarta hormat jakarta lingko history transaksi cust care transjakarta jadi sistem error halte tosari jadi saldo money potong refund saldo potong kali
Transjakarta Dari sepengalaman saya Kartu berlogo jaklingko pakai skema tarif OkOtrip beda dan ngga bisa digabung sama tarif integrasi Coba pakai kartu lain saja lalu ditempel ke alat BCT yang warna hitam yang ada di halte untuk dapat tarif integrasi,transjakarta alam kartu logo jakarta lingko pakai skema tarif okotrip beda gabung tarif integrasi coba pakai kartu tempel alat warna hitam halte tarif integrasi
Perpus tim nder tinggal ke st cikini terus bisa jalan kaki lurus aja baliknya bisa jaklingko Taman literasi blok m juga bisa kalau lagi jam sepinya turun sudirman lanjut mrt turn di mrt blok m sebelahnya udah taman literasi perpusnya jg bisa tp lanjut ojol dr stasiunn,pus brother tinggal cikini terus jalan kaki lurus balik jakarta lingko taman literasi blok sepi turun sudirman lanjut mass rapid transit turn mass rapid transit blok belah taman literasi pus tapi lanjut ojol stasiunn
Hai kak kartu berlogo Jaklingko bisa kaka dapatkan di Vending Machine yang terdapat dihalte halte Transjakarta dan juga dapat melakukan Top up pada Vending Machine Terima kasih DPS,kartu logo jakarta lingko kakak dapat vending machine dapat halte halte transjakarta laku vending machine terima kasih
alhamdulillah kejawab gue sampe bingung yg pernah denger cerita jaklingko cuma buat orang jakarta,alhamdulillah jawab bingung denger cerita jakarta lingko orang jakarta
jkt mungkin lebih ke fasilitas Transportasi Umum yang beragam ya Jaklingko Transjakarta Stasiun yang deket saya sih mau,jakarta fasilitas transportasi umum agam jakarta lingko transjakarta stasiun dekat
Transjakarta Admin buat dapet kartu jaklingko harus kemana ta,transjakarta admin kartu jakarta lingko
Dan gw orang yang suka banget naik transum cuma masalahnya halte busway ke rumah gw mayan jauh klo naik angkot lamanya bukan maen tua dijalan naik jaklingko belum ke cover rutenya di depan rumah So motor adalah opsi terbaik dan efektif untuk saat ini,orang suka banget naik transum masalah halte busway rumah mayan jauh kalau naik angkot main jalan naik jakarta lingko cover rute rumah motor opsi baik efektif
min pintu selatan st tanah abang yg akses ke jaklingko knp ditutup setelah jam 5 Padahal sy yg pulang malam masih membutuhkan akses untuk naik jaklingko,pintu selatan tanah abang akses jakarta lingko tutup yang pulang malam butuh akses naik jakarta lingko
Hai kak kartu berlogo Jaklingko bisa kaka dapatkan di Vending Machine yang terdapat dihalte halte Transjakarta dan juga dapat melakukan Top up pada Vending Machine Terima kasih LM,kartu logo jakarta lingko kakak dapat vending machine dapat halte halte transjakarta laku vending machine terima kasih
